userid,placeid,datetime,lat,lon,city,category
mark-g,printing-house-fitness-racquet-club-new-york,2010-06-14T11:29:26,40.7299,-74.0072,New York,Home / Work / Other:Gym / Fitness
mark-g,soho-house-new-york,2010-06-14T11:28:04,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,soho-house-new-york,2010-06-14T11:28:03,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,strand-bookstore-new-york,2010-06-14T00:33:47,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,morandi-new-york,2010-06-13T22:59:12,40.7356,-74.0017,New York,Food:Italian
mark-g,big-apple-bbq-block-party-new-york,2010-06-13T20:03:45,40.7424976,-73.9877778,New York,Food:BBQ
mark-g,love-new-york,2010-06-13T10:04:56,40.7329,-73.9984,New York,Nightlife:Nightclub / Discotheque
mark-g,other-tent-at-bonnaroo-music-arts-festival-manches,2010-06-13T10:00:42,35.473794538,-86.0534727573,Manchester,Arts & Entertainment:Music Venue
mark-g,solar-stage-at-bonnaroo-music-arts-festival-manche,2010-06-13T10:00:29,35.4754895681,-86.0506296158,Manchester,Arts & Entertainment:Music Venue
mark-g,bonnaroo-comedy-theatre-at-bonnaroo-music-arts-fes,2010-06-13T10:00:11,35.4702121404,-86.0542881489,Manchester,Arts & Entertainment:Music Venue
mark-g,the-academy-at-bonnaroo-music-arts-festival-manche,2010-06-13T09:59:55,35.4751400803,-86.0549640656,Manchester,Arts & Entertainment:Art Gallery
mark-g,planet-roo-at-bonnaroo-music-arts-festival-manches,2010-06-13T09:59:39,35.4756992601,-86.0522603989,Manchester,Arts & Entertainment:Music Venue
mark-g,norwood-new-york,2010-06-13T09:56:49,40.7395,-74.0012,New York,Nightlife:Cocktails / Mixology
mark-g,strand-bookstore-new-york,2010-06-13T09:56:35,40.733432,-73.990939,New York,Food:Coffee Shop
mark-g,nbc-studio-1a-today-show-new-york,2010-06-13T09:56:07,40.7591067143,-73.979165554,New York,Arts & Entertainment:Other - Entertainment
mark-g,printing-house-building-new-york-city,2010-06-12T23:31:18,40.730037,-74.0071679,New York City,Home / Work / Other:Other - Buildings
mark-g,soho-house-new-york,2010-06-12T23:31:05,40.7405341,-74.0056874,New York,Arts & Entertainment:Other - Entertainment
mark-g,kenmare-new-york,2010-06-12T23:30:52,40.7208799,-73.9957558,New York,Nightlife:Bar
doug-akin,the-mauna-loa-club-san-francisco,2010-08-18T02:25:52,37.797281,-122.435824,San Francisco,Nightlife:Bar
doug-akin,balboa-cafe-san-francisco,2010-08-18T04:18:25,37.7989449,-122.4358843,San Francisco,Food:Breakfast / Brunch
doug-akin,hotel-nikko-san-francisco,2010-08-18T06:11:08,37.7860464414,-122.409292459,San Francisco,Travel:Hotel
doug-akin,ferry-plaza-seafood-san-francisco,2010-08-18T21:31:32,37.7955195,-122.393365,San Francisco,Food:Seafood
doug-akin,blue-bottle-coffee-san-francisco,2010-08-18T22:26:59,37.7955,-122.3937,San Francisco,Food:Café
doug-akin,harveys-san-francisco,2010-08-19T20:45:26,37.7608719,-122.4350189,San Francisco,Arts & Entertainment:Comedy Club
doug-akin,the-domain-hotel-sunnyvale-sunnyvale,2010-08-19T23:52:10,37.3523211,-122.0035132,Sunnyvale,Travel:Hotel
doug-akin,agenda-san-jose,2010-08-20T04:52:03,37.329991,-121.886284,San Jose,Nightlife:Lounge
doug-akin,hasso-plattner-institute-of-design-stanford-stanfo,2010-08-20T17:24:21,37.4265896,-122.1743372,Stanford,College & Education:Academic Building:Engineering
doug-akin,san-francisco-international-airport-sfo-san-franci,2010-08-21T05:45:29,37.6163730619,-122.38615036,San Francisco,Travel:Airport
doug-akin,grey-dog-cafe-new-york,2010-08-22T15:46:39,40.7337041,-73.993003,New York,Food:Breakfast / Brunch
doug-akin,whitmans-new-york,2010-08-22T19:25:25,40.727801,-73.984456,New York,Food:Burgers
doug-akin,amc-loews-village-7-new-york,2010-08-22T20:29:54,40.731613,-73.988806,New York,Arts & Entertainment:Movie Theater:Cineplex
doug-akin,barbuto-new-york,2010-08-25T00:14:06,40.7378,-74.0082,New York,Food:Italian
doug-akin,cookshop-new-york,2010-08-25T13:33:52,40.7457945,-74.0055212,New York,Food:American
doug-akin,friedmans-lunch-new-york,2010-08-26T18:18:39,40.7419,-74.0047,New York,Food:Breakfast / Brunch
doug-akin,media-bistro-new-york,2010-08-26T20:21:09,40.7456006,-73.9823315,New York,Home / Work / Other:Corporate / Office
doug-akin,kedswhitney-window-the-whitney-museum-new-york,2010-08-28T00:08:12,40.7733593779,-73.9640808105,New York,Arts & Entertainment:Museum
doug-akin,kedswhitney-window-the-whitney-museum-new-york,2010-08-28T00:08:23,40.7733593779,-73.9640808105,New York,Arts & Entertainment:Museum
doug-akin,portland-international-jetport-pwm-portland,2010-08-28T17:51:01,43.6475217,-70.3102391,Portland,Travel:Airport
doug-akin,local-sprouts-portland,2010-08-29T15:24:03,43.6560225,-70.2860643,Portland,Food:Café
doug-akin,ll-bean-factory-store-portland-portland,2010-08-29T17:34:02,43.6555134,-70.2614394,Portland,Shops:Sports & Outdoors
doug-akin,portland-international-jetport-pwm-portland,2010-08-29T18:12:23,43.6475217,-70.3102391,Portland,Travel:Airport
doug-akin,cleveland-hopkins-international-airport-cle-clevel,2010-08-29T20:30:03,41.411352948,-81.8382740021,Cleveland,Travel:Airport
doug-akin,denver-international-airport-den-denver,2010-08-30T00:00:48,39.8475579574,-104.67464447,Denver,Travel:Airport
doug-akin,reno-tahoe-international-airport-rno-reno,2010-08-30T03:37:10,39.5058122076,-119.775588512,Reno,Travel:Airport:Gate
doug-akin,hyatt-regency-lake-tahoe-resort-spa-and-casino-inc,2010-08-30T04:43:57,39.239367,-119.943323,Incline Village,Travel:Hotel
doug-akin,tahoe-gal-dinner-cruise,2010-08-31T01:41:01,39.236801,-119.944698,NULL,Travel:Boat / Ferry
doug-akin,mpmis-mobile-insider-summit-incline-village,2010-08-31T18:21:43,39.2393665125,-119.943580627,Incline Village,Home / Work / Other:Event Space
doug-akin,raleys-supermarket-incline-village,2010-09-01T02:54:15,39.2505752557,-119.949653149,Incline Village,Shops:Food & Drink:Grocery / Supermarket
doug-akin,san-francisco-international-airport-sfo-san-franci,2010-09-06T16:33:44,37.6163730619,-122.38615036,San Francisco,Travel:Airport
doug-akin,cookshop-new-york,2010-09-07T12:56:02,40.7457945,-74.0055212,New York,Food:American
doug-akin,morandi-new-york,2010-09-08T01:29:22,40.7356,-74.0017,New York,Food:Italian
doug-akin,friedmans-lunch-new-york,2010-09-08T22:22:47,40.7419,-74.0047,New York,Food:Breakfast / Brunch
doug-akin,sheraton-boston-hotel-boston,2010-09-11T13:06:08,42.346492204,-71.0839354992,Boston,Travel:Hotel
doug-akin,collegefest-2010-boston,2010-09-11T13:37:13,42.3484757,-71.0825857,Boston,Arts & Entertainment:Other - Entertainment
doug-akin,jp-licks-boston,2010-09-11T21:14:15,42.3481,-71.0872,Boston,Food:Ice Cream
doug-akin,jennifers-nails,2010-09-11T23:16:47,42.35006,-71.080704,NULL,Shops:Salon / Barbershop
doug-akin,lir-irish-pub-restaurant-boston,2010-09-12T02:12:38,42.3485,-71.0843,Boston,Nightlife:Bar
doug-akin,shops-at-prudential-center-boston,2010-09-12T15:17:49,42.3472375744,-71.0813498497,Boston,Shops:Mall
doug-akin,life-is-good-festival-canton,2010-09-12T19:05:16,42.2080742,-71.1183035,Canton,Arts & Entertainment:Music Venue
doug-akin,boston-logan-international-airport-bos-boston,2010-09-12T22:45:28,42.3683104528,-71.0215473175,Boston,Travel:Airport
doug-akin,grey-dog-cafe-new-york,2010-09-13T13:22:07,40.7337041,-73.993003,New York,Food:Breakfast / Brunch
doug-akin,chicago-ohare-international-airport-ord-chicago,2010-09-15T02:23:16,41.9761144002,-87.905151844,Chicago,Travel:Airport
doug-akin,hilton-ohare-sports-edition-bar-chicago,2010-09-15T03:24:14,41.976553,-87.906544,Chicago,Nightlife:Hotel Bar
doug-akin,istrategy-2010-conference-chicago,2010-09-15T14:04:13,41.8843562,-87.6331805,Chicago,Home / Work / Other:Event Space
doug-akin,istrategy-2010-conference-chicago,2010-09-16T19:34:27,41.8843562,-87.6331805,Chicago,Home / Work / Other:Event Space
doug-akin,the-white-chocolate-grill-naperville,2010-09-17T17:46:37,41.8037342474,-88.1267666817,Naperville,Food:Desserts
doug-akin,providence-night-club-lounge-new-york,2010-09-18T05:05:55,40.7671841,-73.9834508,New York,Arts & Entertainment:Arcade
doug-akin,mr-youth-main-conference-room-new-york,2010-10-01T18:02:40,40.743253,-74.00669,New York,Home / Work / Other:Corporate / Office:Conference room
doug-akin,hotel-griffou-new-york,2010-10-02T01:30:45,40.7334051942,-73.9973831177,New York,Nightlife:Bar
doug-akin,chelsea-clearview-cinemas-new-york,2010-10-02T23:55:05,40.745,-73.9979,New York,Arts & Entertainment:Movie Theater:Cineplex
doug-akin,equinox-new-york,2010-10-03T13:07:38,40.7375868,-74.0018153,New York,Home / Work / Other:Gym / Fitness
doug-akin,john-f-kennedy-international-airport-jfk-queens,2010-10-03T21:56:15,40.6451219184,-73.783493042,Queens,Travel:Airport
doug-akin,equinox-new-york,2010-10-20T12:45:03,40.7375868,-74.0018153,New York,Home / Work / Other:Gym / Fitness
doug-akin,lifethyme-natural-foods-new-york,2010-10-20T12:52:39,40.733752,-73.999078,New York,Shops:Food & Drink:Grocery / Supermarket
doug-akin,the-hurricane-club-new-york,2010-10-20T22:49:46,40.7422417201,-73.9852702618,New York,Nightlife:Cocktails / Mixology
doug-akin,gramercy-park-hotel-new-york,2010-10-21T18:15:47,40.738546,-73.985772,New York,Travel:Hotel
doug-akin,moonstruck-diner-new-york,2010-07-16T05:54:17,40.7464,-74.0018,New York,Food:Diner
doug-akin,the-hotel-on-rivington-new-york,2010-07-16T03:56:59,40.7198,-73.9881,New York,Travel:Hotel
doug-akin,abe-arthurs-new-york,2010-07-16T01:00:09,40.741534,-74.005972,New York,Food:Steakhouse
doug-akin,desmond-tutu-center-new-york,2010-07-15T13:00:47,40.74659,-74.00485,New York,Travel:Hotel
doug-akin,the-grey-dog-new-york,2010-07-15T11:41:14,40.740618,-74.000658,New York,Food:Sandwiches
jon-steinberg,devon-yacht-club,2010-08-20T23:25:10,40.991026,-72.10415,NULL,Parks & Outdoors:Harbor / Marina
jon-steinberg,jacks-coffee-amagansett,2010-08-21T13:31:28,40.974401,-72.141917,Amagansett,Food:Café
jon-steinberg,24-hour-fitness-new-york,2010-08-24T11:44:05,40.724839,-73.996147,New York,Home / Work / Other:Gym / Fitness:Gym
jon-steinberg,meredith-publishing-new-york,2010-08-25T13:25:22,40.7508169,-73.976515,New York,Home / Work / Other:Corporate / Office
jon-steinberg,balthazar-restaurant-new-york,2010-08-26T12:28:10,40.722659,-73.998182,New York,Food:French
jon-steinberg,buzzfeed-new-york,2010-08-26T16:59:52,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,cafe-bacio-new-york,2010-08-27T01:11:56,40.7689419,-73.9611693,New York,Food:Café
jon-steinberg,the-smile-new-york,2010-08-27T16:00:01,40.726621,-73.993545,New York,Food:American
jon-steinberg,the-palm-east-hampton,2010-08-28T01:26:33,40.961752,-72.187214,East Hampton,Food:Steakhouse
jon-steinberg,flywheel-sports-sag-harbor,2010-08-28T12:21:39,41.002636,-72.294852,Sag Harbor,Home / Work / Other:Gym / Fitness
jon-steinberg,east-hampton-village-hardware-east-hampton,2010-08-28T14:50:35,40.965424,-72.192563,East Hampton,Shops:Hardware
jon-steinberg,burger-bloodbath-amagansett,2010-08-28T20:40:50,40.970614,-72.131967,Amagansett,Home / Work / Other:Event Space
jon-steinberg,flywheel-sports-sag-harbor,2010-08-29T12:18:34,41.002636,-72.294852,Sag Harbor,Home / Work / Other:Gym / Fitness
jon-steinberg,the-clam-bar-amagansett,2010-08-29T20:56:41,40.9989,-72.044,Amagansett,Food:Seafood
jon-steinberg,lirr-east-hampton-station-east-hampton,2010-08-30T09:52:40,40.9648310478,-72.1936511993,East Hampton,Travel:Train Station:Train
jon-steinberg,publicis-ny-new-york,2010-08-30T20:31:10,40.7502,-73.9875,New York,Home / Work / Other:Corporate / Office
jon-steinberg,chinatown-fair-video-arcade-new-york,2010-09-03T00:53:05,40.713935,-73.9986838,New York,Arts & Entertainment:Arcade
jon-steinberg,jacks-coffee-amagansett,2010-09-04T13:36:04,40.974401,-72.141917,Amagansett,Food:Café
jon-steinberg,babettes-east-hampton,2010-09-04T15:11:35,40.964691,-72.187564,East Hampton,Food:Breakfast / Brunch
jon-steinberg,serafina-east-hampton,2010-09-05T00:10:07,40.96893,-72.181731,East Hampton,Food:Italian
jon-steinberg,nick-tonis-east-hampton,2010-09-05T00:44:08,40.9638,-72.1852,East Hampton,Food:Italian
jon-steinberg,cafe-bacio-new-york,2010-09-23T12:04:45,40.7689419,-73.9611693,New York,Food:Café
jon-steinberg,starbucks-coffee-spring-crosby-new-york,2010-09-24T12:12:50,40.7225093,-73.997654,New York,Food:Coffee Shop
jon-steinberg,alice-tully-hall-lincoln-center-new-york,2010-09-24T21:38:06,40.7727,-73.9823,New York,Arts & Entertainment:Performing Arts:Concert Hall
jon-steinberg,92nd-street-y-new-york,2010-09-25T15:09:36,40.782751,-73.952907,New York,Home / Work / Other:Event Space
jon-steinberg,ride-the-zone-new-york,2010-09-26T12:15:26,40.7665669,-73.9629028,New York,Home / Work / Other:Gym / Fitness
jon-steinberg,nicolas-restaurant-new-york,2010-09-26T22:46:36,40.777792,-73.956245,New York,Food:Italian
jon-steinberg,frc-ad-summit-eventi,2010-09-27T19:25:33,40.747009,-73.990153,NULL,Home / Work / Other:Event Space
jon-steinberg,buzzfeed-new-york,2010-09-30T13:04:35,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,sheraton-new-york-hotel-towers-new-york,2010-09-30T15:05:19,40.7625685886,-73.9822769165,New York,Travel:Hotel
jon-steinberg,eataly-new-york,2010-10-17T14:58:25,40.741967,-73.9894911,New York,Food:Italian
jon-steinberg,24-hour-fitness-new-york,2010-10-18T11:41:17,40.724839,-73.996147,New York,Home / Work / Other:Gym / Fitness:Gym
jon-steinberg,buzzfeed-new-york,2010-10-18T17:04:10,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,rose-bar-at-gramercy-park-hotel-new-york,2010-10-18T23:02:12,40.738546,-73.985772,New York,Nightlife:Lounge
jon-steinberg,buzzfeed-new-york,2010-10-19T13:13:04,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,buzzfeed-new-york,2010-10-19T18:59:32,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,park-211-new-york,2010-10-19T23:10:15,40.768425,-73.960552,New York,Parks & Outdoors:Playground
jon-steinberg,24-hour-fitness-new-york,2010-10-20T11:58:19,40.724839,-73.996147,New York,Home / Work / Other:Gym / Fitness:Gym
jon-steinberg,bartle-bogle-hegarty-new-york,2010-10-20T14:57:39,40.720114,-74.005092,New York,Home / Work / Other:Corporate / Office
jon-steinberg,buzzfeed-new-york,2010-10-20T16:49:00,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,fast-company-new-york,2010-10-20T22:04:58,40.7117,-74.0125,New York,Home / Work / Other:Corporate / Office
jon-steinberg,buzzfeed-new-york,2010-10-21T12:42:41,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,phd-omnicom-new-york,2010-10-21T13:57:43,40.7503,-73.9734,New York,Home / Work / Other:Corporate / Office:Conference room
jon-steinberg,buzzfeed-new-york,2010-10-21T21:36:06,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,regal-cinema-east-hampton-east-hampton,2010-07-31T22:47:27,40.9633,-72.1855,East Hampton,Arts & Entertainment:Movie Theater
jon-steinberg,herrick-park,2010-07-31T20:58:38,40.964346,-72.188224,NULL,Parks & Outdoors:Park
jon-steinberg,flywheel-sports-sag-harbor,2010-07-31T12:16:11,41.002636,-72.294852,Sag Harbor,Home / Work / Other:Gym / Fitness
jon-steinberg,buzzfeed-new-york,2010-07-30T13:52:20,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,ge-crotonville-ossining,2010-07-29T12:45:41,41.1884453,-73.8664167,Ossining,College & Education:Trade / Tech School
jon-steinberg,mcdonalds-new-york,2010-07-29T11:54:20,40.777715,-73.954374,New York,Food:Burgers
jon-steinberg,ge-crotonville-white-house,2010-07-29T00:25:26,41.189182,-73.866703,NULL,Arts & Entertainment:Other - Entertainment
jon-steinberg,ge-crotonville-ossining,2010-07-28T20:05:20,41.1884453,-73.8664167,Ossining,College & Education:Trade / Tech School
jon-steinberg,publicis-ny-new-york,2010-07-28T17:39:56,40.7502,-73.9875,New York,Home / Work / Other:Corporate / Office
jon-steinberg,24-hour-fitness-new-york,2010-07-28T12:15:44,40.724839,-73.996147,New York,Home / Work / Other:Gym / Fitness:Gym
jon-steinberg,buzzfeed-new-york,2010-07-27T14:15:29,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,24-hour-fitness-new-york,2010-07-27T11:35:19,40.724839,-73.996147,New York,Home / Work / Other:Gym / Fitness:Gym
jon-steinberg,mec-new-york-new-york,2010-07-26T14:49:51,40.7630994,-73.981785,New York,Home / Work / Other:Corporate / Office
jon-steinberg,buzzfeed-new-york,2010-07-26T12:25:36,40.723769,-73.999816,New York,Home / Work / Other:Corporate / Office:Tech Startup
jon-steinberg,applebees-bohemia,2010-07-25T21:56:46,40.7844049,-73.1091212,Bohemia,Food:American
dens,ramen-setagaya-new-york,2010-10-22T17:29:20,40.7286572107,-73.988134861,New York,Food:Ramen / Noodles
dens,foursquare-hq-new-york,2010-10-22T18:15:29,40.7282750809,-73.9911818504,New York,Home / Work / Other:Corporate / Office:Tech Startup
dens,ramen-setagaya-new-york,2010-10-13T17:26:37,40.7286572107,-73.988134861,New York,Food:Ramen / Noodles
dens,buckingham-hotel-new-york,2010-10-14T00:05:13,40.7644,-73.9772,New York,Travel:Hotel
dens,the-burger-joint-new-york,2010-10-14T01:38:55,40.763999,-73.978481,New York,Food:Burgers
dens,starbucks-new-york,2010-10-14T13:33:34,40.7300149734,-73.9915037155,New York,Food:Coffee Shop
dens,ogawa-cafe-new-york,2010-10-15T17:40:58,40.7272,-73.9923,New York,Food:Sushi
dens,greenwich-service-area-northbound-greenwich,2010-10-16T00:29:21,41.0410218825,-73.6724603176,Greenwich,Travel:Highway / Traffic
dens,five-guys-burgers-fries-new-haven,2010-10-16T01:30:51,41.3365814,-72.9784845,New Haven,Food:Fast Food
dens,north-branch-club-west-dover,2010-10-16T05:09:35,42.969053,-72.889182,West Dover,Parks & Outdoors:Ski Area:Ski House / Chalet
dens,north-branch-club-west-dover,2010-10-17T00:56:01,42.969053,-72.889182,West Dover,Parks & Outdoors:Ski Area:Ski House / Chalet
dens,north-branch-club-west-dover,2010-10-17T20:22:20,42.969053,-72.889182,West Dover,Parks & Outdoors:Ski Area:Ski House / Chalet
dens,headless-horseman,2010-10-17T23:55:17,41.852156,-73.969817,NULL,Arts & Entertainment:Other - Entertainment
dens,dpstylestm-house-of-satisfaction-new-york,2010-10-18T05:36:48,40.725630601,-73.9801552892,New York,Home / Work / Other:Home
dens,st-marks-market-new-york,2010-10-18T18:51:46,40.7290718598,-73.9887571335,New York,Shops:Food & Drink:Grocery / Supermarket
dens,foursquare-hq-new-york,2010-10-18T18:58:12,40.7282750809,-73.9911818504,New York,Home / Work / Other:Corporate / Office:Tech Startup
dens,dpstylestm-house-of-satisfaction-new-york,2010-10-18T23:55:16,40.725630601,-73.9801552892,New York,Home / Work / Other:Home
dens,b-bar-grill-new-york,2010-10-19T00:35:02,40.7272134,-73.9919357,New York,Nightlife:Lounge
dens,dpstylestm-house-of-satisfaction-new-york,2010-10-19T03:00:18,40.725630601,-73.9801552892,New York,Home / Work / Other:Home
dens,dpstylestm-house-of-satisfaction-new-york,2010-10-19T13:05:44,40.725630601,-73.9801552892,New York,Home / Work / Other:Home
dens,foursquare-hq-new-york,2010-10-19T13:26:56,40.7282750809,-73.9911818504,New York,Home / Work / Other:Corporate / Office:Tech Startup
dens,foursquare-hq-new-york,2010-10-19T15:41:05,40.7282750809,-73.9911818504,New York,Home / Work / Other:Corporate / Office:Tech Startup
erik-schwartz,cosi-kendall-square-cambridge,2010-07-15T17:16:50,42.3623,-71.0857,Cambridge,Food:Sandwiches
erik-schwartz,beale-street-bbq-bath,2010-07-14T22:32:55,43.9123437,-69.8169738,Bath,Food:BBQ
erik-schwartz,bath-library-gazebo-bath,2010-07-13T22:41:16,43.915897,-69.81534,Bath,Parks & Outdoors:Other - Parks & Outdoor
erik-schwartz,bath-library-gazebo-bath,2010-07-13T22:31:14,43.915897,-69.81534,Bath,Parks & Outdoors:Other - Parks & Outdoor
erik-schwartz,cafe-creme-bath,2010-07-13T12:06:59,43.9126744,-69.8141271,Bath,Food:Coffee Shop
erik-schwartz,frontier-brunswick,2010-07-12T18:38:22,43.918898,-69.967139,Brunswick,Arts & Entertainment:Movie Theater
erik-schwartz,boston-logan-international-airport-bos-boston,2010-07-11T12:46:30,42.3669153264,-71.0212469101,Boston,Travel:Airport
erik-schwartz,cafe-creme-bath,2010-07-10T13:55:44,43.9126744,-69.8141271,Bath,Food:Coffee Shop
erik-schwartz,cafe-creme-bath,2010-07-09T14:30:24,43.9126744,-69.8141271,Bath,Food:Coffee Shop
erik-schwartz,motel-6-geneva-ohio-geneva-ohio,2010-07-07T22:28:37,41.7703514723,-80.9475231171,Geneva (Ohio),Travel:Hotel:Motel
erik-schwartz,motel-6-moline,2010-07-07T03:01:11,41.4552864,-90.499486,moline,Travel:Hotel:Motel
erik-schwartz,starbucks-coffee-north-platte,2010-07-06T13:07:54,41.1174958,-100.7639699,North Platte,Food:Coffee Shop
erik-schwartz,motel-6-north-platte-north-platte,2010-07-06T00:20:28,41.1203994751,-100.764297485,North Platte,Travel:Hotel:Motel
erik-schwartz,ruby-tuesday-north-platte,2010-07-05T23:32:20,41.1173211,-100.763974,North Platte,Food:American
erik-schwartz,cabelas-sidney,2010-07-05T20:35:39,41.1145380873,-102.956914902,Sidney,Shops:Sports & Outdoors
erik-schwartz,lincoln-monument-rest-stop-laramie,2010-07-05T17:23:53,41.2388347529,-105.435876846,Laramie,Travel:Highway / Traffic
erik-schwartz,motel-6-rock-springs,2010-07-05T00:07:16,41.582296,-109.256253,Rock Springs,Travel:Hotel:Motel
erik-schwartz,bonneville-salt-flats,2010-07-04T19:02:13,40.741208,-113.852292,NULL,Parks & Outdoors:Scenic Lookout
erik-schwartz,salt-flats-eb-rest-area-wendover,2010-07-04T19:02:02,40.7376325655,-113.857154846,Wendover,Travel:Highway / Traffic
erik-schwartz,beowawe-rest-area-beowawe,2010-07-04T15:51:12,40.679694212,-116.473574638,Beowawe,Travel:Other - Travel
erik-schwartz,sids-restuarant-winnemucca,2010-07-04T14:04:39,40.9639382,-117.7440531,Winnemucca,Food:Diner
erik-schwartz,motel-6-winnemucca-winnemucca,2010-07-04T01:02:07,40.9627990723,-117.745002747,Winnemucca,Travel:Hotel:Motel
erik-schwartz,pilot-travel-center-fernley,2010-07-03T22:56:53,39.6137978,-119.265887117,Fernley,Travel:Highway / Traffic
erik-schwartz,gold-run-rest-stop-gold-run,2010-07-03T20:51:15,39.180454,-120.855134,Gold Run,Travel:Highway / Traffic
erik-schwartz,peets-coffee-tea-menlo-park,2010-07-03T13:56:21,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,baskin-robbins-menlo-park-menlo-park,2010-07-03T01:38:03,37.4502467735,-122.185360193,Menlo Park,Food:Ice Cream
erik-schwartz,amicis-east-coast-pizzeria-menlo-park-menlo-park,2010-07-03T00:42:02,37.450269,-122.186056,Menlo Park,Food:Pizza
erik-schwartz,synchronizetv-headquarters-menlo-park,2010-06-30T19:01:48,37.4316485,-122.2013267,Menlo Park,Home / Work / Other:Corporate / Office:Tech Startup
erik-schwartz,peets-coffee-tea-menlo-park,2010-06-30T15:14:22,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,chevys-redwood-city-redwood-city,2010-06-29T19:54:55,37.469332,-122.21135,Redwood City,Food:Mexican
erik-schwartz,synchronizetv-headquarters-menlo-park,2010-06-28T20:52:21,37.4316485,-122.2013267,Menlo Park,Home / Work / Other:Corporate / Office:Tech Startup
erik-schwartz,starbucks-avy-alameda-menlo-park,2010-06-28T20:21:55,37.4317,-122.202,Menlo Park,Food:Coffee Shop
erik-schwartz,the-dutch-goose-menlo-park,2010-06-28T19:57:08,37.4320385596,-122.201550007,Menlo Park,Food:Burgers
erik-schwartz,stanford-theatre-palo-alto,2010-06-28T02:20:39,37.4450509631,-122.162706256,Palo Alto,Arts & Entertainment:Movie Theater
erik-schwartz,peets-coffee-tea-menlo-park,2010-06-27T18:44:03,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,nealon-park-menlo-park,2010-06-26T21:50:00,37.4439,-122.183,Menlo Park,Parks & Outdoors:Park
erik-schwartz,peets-coffee-tea-menlo-park,2010-06-26T16:51:14,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,draegers-market-menlo-park,2010-06-25T20:04:19,37.449236,-122.185279,Menlo Park,Shops:Food & Drink:Grocery / Supermarket
erik-schwartz,the-dutch-goose-menlo-park,2010-06-24T20:54:42,37.4320385596,-122.201550007,Menlo Park,Food:Burgers
erik-schwartz,janta-indian-cuisine-palo-alto,2010-06-24T00:37:30,37.4476,-122.162,Palo Alto,Food:Indian
erik-schwartz,peets-coffee-tea-menlo-park,2010-06-21T15:16:44,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,san-francisco-zoo-san-francisco,2010-06-19T21:45:47,37.733169,-122.505713,San Francisco,Arts & Entertainment:Zoo / Aquarium
erik-schwartz,mels-drive-in-san-francisco,2010-06-19T20:03:09,37.781184,-122.454884,San Francisco,Food:Diner
erik-schwartz,borders-palo-alto-palo-alto,2010-06-19T03:25:20,37.4476519,-122.159863,Palo Alto,Shops:Bookstore
erik-schwartz,zibibbo-palo-alto,2010-06-19T01:40:24,37.4482,-122.161,Palo Alto,Food:Mediterranean
erik-schwartz,zibibbo-palo-alto,2010-06-19T01:39:31,37.4482,-122.161,Palo Alto,Food:Mediterranean
erik-schwartz,peets-coffee-tea-menlo-park,2010-06-18T16:22:31,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,oakland-yacht-club,2010-06-17T02:40:29,37.7834687668,-122.264828682,NULL,Parks & Outdoors:Harbor / Marina
erik-schwartz,le-boulanger-menlo-park-menlo-park,2010-05-28T19:42:17,37.4516319,-122.184778,Menlo Park,Food:Sandwiches
erik-schwartz,apple-store-palo-alto-palo-alto,2010-05-28T18:24:13,37.4478277854,-122.159841657,Palo Alto,Shops:Technology
erik-schwartz,peets-coffee-tea-palo-alto,2010-05-28T16:24:12,37.4380021,-122.1573361,Palo Alto,Food:Coffee Shop
erik-schwartz,peets-coffee-tea-menlo-park,2010-05-27T14:10:03,37.4494134,-122.1863578,Menlo Park,Food:Café
erik-schwartz,frys-electronics-palo-alto,2010-05-26T20:39:46,37.423421,-122.136624,Palo Alto,Shops:Technology
erik-schwartz,the-pod-hotel-new-york,2009-12-08T17:07:31,40.7558559639,-73.9691877365,New York,Travel:Hotel
erik-schwartz,fillmores-fresh-meadows,2009-12-08T03:08:14,40.736441,-73.802701,Fresh Meadows,Nightlife:Bar
